features,model,r2_score,mae
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5258315062300523,29919.48282357092
"('experience_level', 'employment_type', 'company_location', 'company_size')",CatBoost,0.525744753724526,29473.290685153155
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",RandomForest,0.5255579972954998,29820.42681991265
"('experience_level', 'job_title', 'company_location', 'company_size')",LinearRegression,0.5255254759294359,29898.343837993103
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",GradientBoosting,0.5254405436917096,29431.824109286965
"('work_year', 'experience_level', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5252421309974578,30445.113304672188
"('experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5251812217783212,29891.16054578917
"('experience_level', 'employment_type', 'company_location', 'company_size')",XGB,0.5250849312953523,29372.127262995793
"('experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.5250846153699146,29701.95920467658
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",XGB,0.5250160577753675,29567.86736004169
"('experience_level', 'job_title', 'company_location', 'company_size')",CatBoost,0.524728082469617,29498.92502236497
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",LinearRegression,0.5246810415431524,29901.13932515522
"('experience_level', 'employment_type', 'job_title', 'employee_residence')",DecisionTree,0.5245844851671918,29467.665528467514
"('experience_level', 'employment_type', 'company_location', 'company_size')",RandomForest,0.5245786504405834,29429.764647679098
"('experience_level', 'employment_type', 'remote_ratio', 'company_location')",ExtraTrees,0.5245654630714784,30366.38315244914
"('experience_level', 'remote_ratio', 'company_location')",RandomForest,0.5244651500383491,30411.839552005265
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio')",LinearRegression,0.5244267507674873,29897.130070561587
"('experience_level', 'employment_type', 'job_title', 'company_location', 'company_size')",GradientBoosting,0.524361673901701,29627.98077432085
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",GradientBoosting,0.5243563572553935,29766.80720774996
"('experience_level', 'employment_type', 'employee_residence', 'company_size')",XGB,0.5243356492792786,29783.253366323617
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",GradientBoosting,0.5243319938328344,29194.91651419281
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio')",GradientBoosting,0.5243242157501349,29766.057240416834
"('experience_level', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.524310474194327,29775.120314820953
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio')",RandomForest,0.5243083331171678,29900.327253358406
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location')",ExtraTrees,0.5240536456690432,30604.08969360582
"('experience_level', 'employee_residence', 'company_size')",XGB,0.5240482000270881,29836.97146841196
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",Lasso,0.5238735619808972,29929.605603760163
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio')",Lasso,0.5238554021776818,29915.96295446778
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location')",CatBoost,0.5238271415396555,30409.854995445832
"('experience_level', 'job_title', 'company_location', 'company_size')",XGB,0.5237215742932964,29275.61616398738
"('experience_level', 'employment_type', 'job_title', 'company_location', 'company_size')",Lasso,0.5236407212071903,30042.33820915514
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5235771297976239,30111.57393304866
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",XGB,0.5235471592496652,29791.066533015324
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",CatBoost,0.5235265812510114,29579.30797127611
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",DecisionTree,0.5234963455563837,30692.201930327432
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",Ridge,0.5234715117953361,29893.12787170931
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5234072349055854,29885.84169356919
"('experience_level', 'job_title', 'employee_residence', 'company_location')",Ridge,0.523402432319497,29876.88729254632
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5233352292841749,29871.122263112964
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5233343945707203,30092.690138094495
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5233108278832643,30038.073364043412
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.5232712137873821,30168.72177579547
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.5231593253394906,30021.160953336148
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",LinearRegression,0.5231486859004297,30148.873930798036
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",RandomForest,0.5230344302666878,30587.80210988622
"('experience_level', 'job_title', 'employee_residence', 'company_location')",ExtraTrees,0.5229390565884784,29475.90630304018
"('experience_level', 'employment_type', 'job_title', 'employee_residence')",ExtraTrees,0.5229292348771686,29580.18877365985
"('experience_level', 'job_title', 'employee_residence', 'company_size')",LinearRegression,0.5229176829180484,30123.75192671586
"('experience_level', 'job_title', 'employee_residence')",ExtraTrees,0.5228379901937339,29551.285520454716
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.5227958460544939,30064.75336081437
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.5227458480120242,29747.246807862546
"('experience_level', 'job_title', 'company_location', 'company_size')",Lasso,0.5227394220913946,30021.455210325003
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",CatBoost,0.5227194938560664,30501.054437946415
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",DecisionTree,0.5226841544363381,29519.01694406581
"('experience_level', 'employment_type', 'company_location', 'company_size')",ExtraTrees,0.5226771492830724,29443.049974527774
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_size')",GradientBoosting,0.5226300597154545,29819.90484707297
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",ExtraTrees,0.5225681541891498,29537.992569065827
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",GradientBoosting,0.5225116487976863,29829.131842637416
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.5224856645000968,29791.30961003956
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.5224596019805839,30846.601026805576
"('experience_level', 'job_title', 'company_location', 'company_size')",GradientBoosting,0.5224005483502285,29618.721192187142
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence')",LinearRegression,0.5223985189561255,30016.68475368454
"('experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.522381773111559,30014.503173492827
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",ExtraTrees,0.5223037282941785,30662.09661953365
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location')",ExtraTrees,0.5222512335507821,30399.54089468993
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",ExtraTrees,0.5221637404467249,30774.712565046477
"('work_year', 'experience_level', 'job_title', 'employee_residence')",LinearRegression,0.5221619391236452,30000.94306692016
"('experience_level', 'job_title', 'employee_residence', 'company_location')",DecisionTree,0.521966844659831,29554.07784150171
"('experience_level', 'company_location', 'company_size')",CatBoost,0.5218861727876064,29729.02453539284
"('experience_level', 'employment_type', 'remote_ratio', 'company_location')",DecisionTree,0.5218851221112127,30507.88546586489
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",RandomForest,0.521852372624487,30670.70380903517
"('experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.5218466280755716,30143.532559078052
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence')",Lasso,0.5218441116199056,30020.762229902895
"('work_year', 'experience_level', 'job_title', 'employee_residence')",Lasso,0.5218251165993111,30000.403953704365
"('experience_level', 'job_title', 'employee_residence', 'company_location')",XGB,0.5217621762805242,29469.582548875074
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5217572458979314,30149.216387649285
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5216985985431213,30125.35198582066
"('experience_level', 'employment_type', 'company_location', 'company_size')",DecisionTree,0.521540889148106,29510.91631266877
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",GradientBoosting,0.5215076999566739,29304.4310196611
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",Lasso,0.5214222775792339,30185.39382545877
"('experience_level', 'job_title', 'employee_residence', 'company_size')",Lasso,0.5213766127443503,30153.70740166372
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",GradientBoosting,0.5213145706233442,29551.244253327095
"('experience_level', 'job_title', 'employee_residence')",DecisionTree,0.5212749779492927,29645.462804108545
"('experience_level', 'remote_ratio', 'company_location')",ExtraTrees,0.521237113552131,30534.08117557185
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio')",GradientBoosting,0.5212279605975598,29558.032338366054
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location')",CatBoost,0.521194791378379,30532.03075885336
