features,model,r2_score,mae
"('experience_level', 'employment_type', 'employee_residence', 'company_location')",ExtraTrees,0.5117164869105963,30200.857953861472
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",ExtraTrees,0.5116763746464239,30221.90360028613
"('experience_level', 'employment_type', 'company_location', 'company_size')",GradientBoosting,0.5115016260979062,30272.321182978598
"('experience_level', 'employee_residence', 'company_size')",DecisionTree,0.5114664428434468,30501.88077502164
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",GradientBoosting,0.5114616710237193,30413.706928801177
"('employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5113454768281264,30578.173372708836
"('work_year', 'experience_level', 'company_location', 'company_size')",XGB,0.5112750418650358,30215.171001727766
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5111932796046152,30279.92593026154
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.511193242040631,30234.19685173589
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.5111680207761207,31144.494890257636
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location')",Lasso,0.511163428871402,30565.852618702957
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.51107910198501,30754.17684718184
"('experience_level', 'employee_residence', 'company_location')",ExtraTrees,0.5110428347448313,30208.614484310194
"('job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.5110108215543623,30600.352579537277
"('job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5110057988501593,30453.916259765625
"('experience_level', 'job_title', 'company_location', 'company_size')",DecisionTree,0.510990905689981,29875.35262259843
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location')",LinearRegression,0.510942979738698,30577.40237560845
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.5108948289149231,30752.16104662416
"('experience_level', 'employee_residence', 'company_size')",ExtraTrees,0.5108042587655072,30521.807954508848
"('experience_level', 'employee_residence')",CatBoost,0.5107806958478036,30372.443455816614
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",Lasso,0.5107710836703315,30726.732853183577
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",ExtraTrees,0.510770311687184,30764.05014949762
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",Ridge,0.5107457029187108,30619.641980298096
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",CatBoost,0.5107219974214368,30545.773333317935
"('experience_level', 'employment_type', 'job_title', 'company_location')",Lasso,0.5106998759882418,30306.414653441014
"('experience_level', 'employment_type', 'job_title', 'company_location')",LinearRegression,0.5106956115560708,30320.93343570053
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5106945839262367,30680.658353438943
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",Lasso,0.5106933566347547,30305.664773647648
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",LinearRegression,0.5106889043737977,30320.16186012622
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5106703669669179,31029.391989616604
"('experience_level', 'employment_type', 'company_location')",RandomForest,0.5106294788233219,30233.95549677941
"('job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.5106170132594722,30659.236239436726
"('experience_level', 'company_location', 'company_size')",GradientBoosting,0.5105673962845863,30250.786555414106
"('experience_level', 'employment_type', 'company_location')",XGB,0.5105612808273131,30320.56480877216
"('work_year', 'experience_level', 'company_location', 'company_size')",RandomForest,0.5105596046589804,30670.25470041556
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",Ridge,0.5105466950419681,30621.10095699735
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",Lasso,0.5105412519193884,30548.16682610344
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.5103990769840663,30630.958766030388
"('work_year', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5103987246047252,31036.52934913339
"('work_year', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5103673850532062,31099.80519129386
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",Lasso,0.5103467485843336,30729.406843999786
"('experience_level', 'job_title', 'company_location')",DecisionTree,0.5102773796898292,29737.056881190627
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5102554150234677,30889.252338786206
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",LinearRegression,0.5102275081292871,30561.960953502603
"('work_year', 'experience_level', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5102262861950386,30703.274729748526
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5102037549932339,30744.86815475762
"('work_year', 'experience_level', 'employment_type', 'company_location')",Lasso,0.510106284739906,30594.546827086688
"('work_year', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.5100786980941292,31169.747517318076
"('work_year', 'experience_level', 'employment_type', 'company_location', 'company_size')",DecisionTree,0.5099759162829195,30776.915576756383
"('experience_level', 'employment_type', 'employee_residence')",CatBoost,0.5099411067752833,30412.65154293675
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",LinearRegression,0.509912511561855,30766.195899430055
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5099038398783824,31056.30862423199
"('work_year', 'experience_level', 'employment_type', 'company_location')",LinearRegression,0.5098983384688335,30605.654095391554
"('work_year', 'experience_level', 'employment_type', 'company_location', 'company_size')",Lasso,0.509869379745131,30687.95974570675
"('work_year', 'experience_level', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5098643512420964,30744.804339531154
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5098149183983289,30887.751382160466
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",Ridge,0.5097492760943281,30764.354581543183
"('experience_level', 'employment_type', 'company_location')",CatBoost,0.5097252625367814,30314.866185138253
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",LinearRegression,0.5096387697891355,30761.772271347036
"('work_year', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.5095778051657525,31334.462439572268
"('experience_level', 'job_title', 'company_location')",Lasso,0.5095748379181717,30262.635611095528
"('experience_level', 'job_title', 'remote_ratio', 'company_location')",Lasso,0.5095738316135343,30261.397841767346
"('work_year', 'experience_level', 'employee_residence', 'company_size')",Ridge,0.5095657120157351,30763.441671595167
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5095532885829155,30936.243155226926
"('job_title', 'employee_residence', 'remote_ratio', 'company_size')",RandomForest,0.5094957262579919,30670.59227758157
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.509460794651321,31276.81355211661
"('experience_level', 'job_title', 'company_location')",LinearRegression,0.5094573571637429,30278.77552793257
"('experience_level', 'job_title', 'remote_ratio', 'company_location')",LinearRegression,0.5094387716871793,30277.962661807305
"('experience_level', 'remote_ratio', 'company_location')",GradientBoosting,0.5094247139115138,30395.120757751167
"('experience_level', 'job_title', 'employee_residence', 'company_size')",DecisionTree,0.5094163137928627,30245.533282978417
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",CatBoost,0.5094131669410851,31078.33582893947
"('work_year', 'experience_level', 'company_location')",Lasso,0.5094045917051983,30578.11903915118
"('work_year', 'experience_level', 'company_location', 'company_size')",Lasso,0.5093669899086769,30712.554225846703
"('work_year', 'experience_level', 'employment_type', 'employee_residence')",Ridge,0.5093646547147717,30631.407530052355
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.5093599350946172,30291.85091118355
"('work_year', 'experience_level', 'employment_type', 'company_location', 'company_size')",LinearRegression,0.509356755803344,30756.980245587558
"('work_year', 'experience_level', 'employment_type', 'employee_residence')",Lasso,0.5093032507232332,30763.61157384951
"('experience_level', 'employment_type', 'employee_residence')",DecisionTree,0.5093030859419339,30530.21673913225
"('experience_level', 'employment_type', 'job_title', 'company_location')",GradientBoosting,0.5092918268947213,29766.77390469255
"('experience_level', 'job_title', 'company_location')",GradientBoosting,0.5092634917846498,29764.08600296728
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5091887986152746,30929.201237906684
"('work_year', 'experience_level', 'employee_residence')",Ridge,0.5091648717416619,30632.8608128633
"('work_year', 'experience_level', 'company_location')",LinearRegression,0.5091021553812927,30592.063245025158
"('experience_level', 'employee_residence', 'company_location')",DecisionTree,0.5089882474156188,30358.20240326624
"('work_year', 'experience_level', 'company_location', 'company_size')",LinearRegression,0.5089718050814767,30758.028421873907
"('job_title', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5089551644462147,30670.473168644705
"('experience_level', 'employment_type', 'employee_residence')",ExtraTrees,0.5089496606311545,30544.66749874763
"('work_year', 'experience_level', 'employee_residence')",Lasso,0.5088873562673553,30766.30801401601
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",LinearRegression,0.5087521389443739,30542.295255432702
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",RandomForest,0.5087320520439147,30767.121287261583
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",Lasso,0.5086934103997047,30932.388868743394
"('work_year', 'experience_level', 'employee_residence', 'company_location', 'company_size')",CatBoost,0.5086642818440419,30364.387362800713
"('work_year', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5086536972397324,31194.743600507016
"('experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",Ridge,0.5086232041436467,30592.63955591258
"('job_title', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5085934241432624,30656.906269606246
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio')",LinearRegression,0.5085574701647848,30526.436182075
"('experience_level', 'employment_type', 'job_title', 'employee_residence')",LinearRegression,0.5085525042080421,30565.894436188373
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",LinearRegression,0.5085475019948885,30064.49612202102
"('experience_level', 'employee_residence', 'company_location', 'company_size')",Ridge,0.5085439629239106,30584.540259187637
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5084083668543631,30551.09810505472
"('experience_level', 'employee_residence', 'company_location')",GradientBoosting,0.50839946815902,30398.018508101577
"('experience_level', 'employee_residence')",DecisionTree,0.5083928131213714,30429.311370542506
"('experience_level', 'job_title', 'employee_residence')",LinearRegression,0.5083645397921674,30550.1392628593
"('experience_level', 'job_title', 'company_location')",ExtraTrees,0.5083523372184497,29823.317810677825
"('work_year', 'experience_level', 'employment_type', 'employee_residence')",LinearRegression,0.5083310958130671,30807.27507177317
"('experience_level', 'job_title', 'employee_residence')",CatBoost,0.5083219057085064,29892.223207303537
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5083170323684099,30496.174145264515
"('work_year', 'experience_level', 'employee_residence', 'company_size')",Lasso,0.5082516158796277,30931.861934009517
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5082433351513044,30599.821788487698
"('experience_level', 'employment_type', 'employee_residence', 'company_location')",GradientBoosting,0.5082166157736256,30375.363413119052
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",LinearRegression,0.5082038659961404,30075.951339307412
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_location', 'company_size')",XGB,0.5081988771197672,30132.35997596154
"('experience_level', 'employee_residence')",ExtraTrees,0.5081975604391287,30436.727235927123
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5081754106541414,30591.382745702904
"('experience_level', 'employment_type', 'job_title', 'employee_residence')",CatBoost,0.5081180669372733,29909.074539532707
"('experience_level', 'employment_type', 'company_location')",DecisionTree,0.5081039180362409,30248.829769141972
"('work_year', 'experience_level', 'employee_residence')",LinearRegression,0.5080671598176676,30802.868488161403
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",CatBoost,0.5080192851576681,30346.077843848474
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.5080154690303491,30600.173957015257
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",LinearRegression,0.507989393344904,30978.717086712302
"('work_year', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5079068817878896,31321.19348799716
"('experience_level', 'employment_type', 'job_title', 'company_location')",CatBoost,0.5078528526613093,29824.87147109288
"('work_year', 'experience_level', 'job_title', 'company_location')",CatBoost,0.5078283259787639,30267.311018524637
"('work_year', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5078073624239082,31363.784836989184
"('experience_level', 'company_location')",CatBoost,0.5078068752123004,30434.861260253703
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",Lasso,0.5077047953560864,30552.892610603154
"('experience_level', 'employment_type', 'job_title', 'employee_residence')",Lasso,0.5077013343770991,30566.36479499294
"('experience_level', 'employment_type', 'company_location')",ExtraTrees,0.5076811684387154,30307.046950918524
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5076484258337138,30195.89063502945
"('work_year', 'experience_level', 'employee_residence', 'company_size')",LinearRegression,0.5076362052990886,30972.046606612184
"('experience_level', 'job_title', 'employee_residence')",Lasso,0.5076129773940413,30549.103543626443
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.5075731102774065,30613.78499753724
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio')",Lasso,0.5075502819166409,30539.46365013034
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5075345885544219,30784.763427770587
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",RandomForest,0.5073949659298687,30593.747594871165
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5073939635159466,30192.437687008158
"('work_year', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.5073189611052908,31356.19435555509
"('experience_level', 'employment_type', 'employee_residence')",XGB,0.5072541008713836,30574.77133178711
"('work_year', 'experience_level', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5072456010426052,30785.23268181482
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",LinearRegression,0.5070983797725452,30158.770995984185
"('work_year', 'experience_level', 'employee_residence', 'company_size')",CatBoost,0.5070915573948998,30472.38492849297
"('experience_level', 'employee_residence')",GradientBoosting,0.5070867103256649,30497.612364677687
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.507036091287683,30765.39846301814
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.5070315534673631,30764.918567785346
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location')",Ridge,0.507018410714798,30689.180240159836
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5068110259067775,30353.138702697437
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.5067822624140786,30273.89136341934
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location')",LinearRegression,0.5067466473191979,30179.738920716954
"('work_year', 'experience_level', 'employee_residence', 'company_size')",RandomForest,0.506690105652801,30647.22968782892
"('work_year', 'experience_level', 'employment_type', 'company_location', 'company_size')",Ridge,0.5066396318600092,30787.847575835443
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",DecisionTree,0.5065876479666158,30951.347553343778
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",Ridge,0.5065569396353903,30693.85957896009
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.506514940856809,30270.674968708845
"('work_year', 'job_title', 'employee_residence', 'remote_ratio')",CatBoost,0.5064118862195175,31145.802551126904
"('experience_level', 'employment_type', 'employee_residence')",GradientBoosting,0.5064085711007562,30491.114718061635
"('experience_level', 'employment_type', 'job_title', 'company_location')",ExtraTrees,0.5063748727753294,29949.050747612215
"('work_year', 'experience_level', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.5063643872153092,30910.3015412099
"('work_year', 'experience_level', 'company_location', 'company_size')",Ridge,0.5063308043720081,30789.166752690675
"('experience_level', 'employment_type', 'job_title', 'company_location')",DecisionTree,0.5062968930583043,29991.27021075322
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",CatBoost,0.5062892261431113,30464.52660613606
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",GradientBoosting,0.5061523937570438,30844.35016495088
"('experience_level', 'company_location')",RandomForest,0.5060678780907508,30437.1410682142
"('experience_level', 'employment_type', 'remote_ratio', 'company_location')",GradientBoosting,0.5060632626046149,30464.538439313495
"('experience_level', 'company_location')",XGB,0.5060295387837845,30513.753190260668
"('work_year', 'experience_level', 'employment_type', 'company_location')",Ridge,0.5059921088993046,30684.443192080675
"('work_year', 'experience_level', 'employment_type', 'company_location')",CatBoost,0.5059891696385652,30714.676091252237
"('work_year', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.5059341401219275,31517.07831860013
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.5058091657219872,30891.292782586712
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",XGB,0.5056143172821863,30389.505239633414
"('work_year', 'experience_level', 'employment_type', 'company_location', 'company_size')",GradientBoosting,0.5056024148725384,30802.784128644296
"('work_year', 'experience_level', 'company_location')",Ridge,0.5055003568260721,30688.570332791227
"('experience_level', 'employee_residence')",XGB,0.5053268698970041,30648.3127048199
"('experience_level', 'employment_type', 'employee_residence', 'company_location')",Ridge,0.5052152587779122,30614.041816485602
"('experience_level', 'employment_type', 'employee_residence', 'company_size')",Ridge,0.5051642513338965,30829.02345714522
"('experience_level', 'job_title', 'company_location')",CatBoost,0.5051563146531954,29962.338725924146
"('experience_level', 'job_title', 'remote_ratio', 'company_location')",ExtraTrees,0.5051132930021243,30058.70829665075
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.5050091086703595,30835.11523027055
"('experience_level', 'employee_residence', 'company_location')",Ridge,0.5050026952715623,30618.039184137255
"('experience_level', 'employee_residence', 'company_size')",Ridge,0.5049591403679748,30826.439322760885
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.504863128345007,31232.04063296833
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.5048091827820294,30831.352520546898
"('experience_level', 'employment_type', 'company_location', 'company_size')",Lasso,0.5048079174754595,30814.38510659898
"('employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5047340728101054,30820.892785234675
"('experience_level', 'employment_type', 'company_location', 'company_size')",LinearRegression,0.504593960923281,30833.413395163276
"('employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.5045939575699407,30855.609065526405
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5045560488093324,30633.685807391354
"('job_title', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.5045509873344087,30849.49452950095
"('experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.504548620908498,30822.623873369328
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.5045003939003057,31232.610973880644
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5043562319476458,30634.116063702244
"('experience_level', 'company_location', 'company_size')",Lasso,0.5043518244469511,30802.75730749267
"('experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5043171358127561,30842.985609552707
"('employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5042555113171323,30838.219660234674
"('experience_level', 'company_location', 'company_size')",LinearRegression,0.5041577117090422,30817.936904686263
"('experience_level', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.50412996374259,30815.55065000777
"('work_year', 'experience_level', 'employment_type', 'company_location')",GradientBoosting,0.5041113791512039,30790.34989154296
"('experience_level', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5039163108740461,30830.72413882324
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",XGB,0.5038684925187635,30514.361717810996
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_size')",Ridge,0.503748560026406,31204.014843276953
"('experience_level', 'employment_type', 'employee_residence', 'company_size')",Lasso,0.5036848726368448,30942.36063755898
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.5036313819725611,30767.235012960413
"('experience_level', 'company_location')",ExtraTrees,0.5035027491794204,30481.30887344748
"('work_year', 'experience_level', 'employee_residence', 'company_size')",XGB,0.5034420605540436,30590.93345289964
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",DecisionTree,0.5034337439682237,30588.643379132263
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_location', 'company_size')",RandomForest,0.5034267678754594,30606.467194546767
"('work_year', 'experience_level', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.503419676198785,30800.476025795135
"('experience_level', 'company_location')",DecisionTree,0.5034159250318513,30514.28910009584
"('work_year', 'job_title', 'employee_residence', 'company_size')",Ridge,0.503390785475507,31206.519859224944
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5033700889867667,30957.09513873107
"('work_year', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5033532047323817,31376.74544583834
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",GradientBoosting,0.5032959068915138,31515.75099112946
"('experience_level', 'employee_residence', 'company_size')",Lasso,0.5031836170041486,30951.49215035153
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.5030642210535101,31261.438206072122
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5029514635914947,30454.92650357803
"('experience_level', 'employment_type', 'employee_residence', 'company_size')",LinearRegression,0.5029450020119324,30989.129483857683
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5028660181824711,30966.34746661355
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.5028360671561352,30414.853197327957
"('work_year', 'experience_level', 'company_location', 'company_size')",ExtraTrees,0.5027160165839348,30758.441313935884
"('experience_level', 'employment_type', 'company_location')",GradientBoosting,0.5026930489461343,30512.383747637858
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.5026672409061563,30436.520567640895
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5026349250993298,31003.5455957339
"('work_year', 'experience_level', 'company_location', 'company_size')",GradientBoosting,0.5026211356497302,30818.398512765198
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.502571587240528,30406.67726799637
"('experience_level', 'employee_residence', 'company_size')",LinearRegression,0.5025453228952255,30991.96336337005
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",GradientBoosting,0.5025109516237491,31499.79334311155
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.5024217886748034,30482.34807761508
"('experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.502398026081936,30422.728109999185
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5023849480964396,30462.386313463623
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.5022361354569931,30478.39578118058
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5022315983561719,31006.45087453189
"('work_year', 'experience_level', 'employee_residence', 'company_location', 'company_size')",XGB,0.5021733464624347,30720.379986102766
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",ExtraTrees,0.502167682634067,30243.318511086927
"('work_year', 'experience_level', 'employment_type', 'company_location')",XGB,0.5021423998870667,31033.7713669997
"('experience_level', 'employment_type', 'company_location', 'company_size')",Ridge,0.5021344392756156,30885.678191809224
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",GradientBoosting,0.5021086382374738,31161.177156711638
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5020515371123191,31499.655658428484
"('employment_type', 'job_title', 'employee_residence', 'company_size')",RandomForest,0.5019409072762349,31119.634879904217
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5018397752289185,30672.309703144136
"('experience_level', 'company_location', 'company_size')",Ridge,0.5018258776262885,30892.48613971666
"('experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5018250273019269,30894.710405240283
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",Lasso,0.5017239951448118,30562.889195535503
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5015695979050098,31173.62924172756
"('experience_level', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5015327871575505,30901.428999136515
"('work_year', 'job_title', 'remote_ratio', 'company_location')",GradientBoosting,0.5015142667729705,31104.70014317021
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",ExtraTrees,0.5014906070568917,30333.306185998077
"('work_year', 'experience_level', 'job_title', 'company_location', 'company_size')",XGB,0.5014555422749774,30357.644474909855
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5014191456993574,31184.860952181796
"('work_year', 'job_title', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.5014169305237299,31219.913395775053
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",ExtraTrees,0.5013974379902962,30635.952859938137
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",Lasso,0.5013564422703229,30560.12411953294
"('work_year', 'experience_level', 'company_location')",CatBoost,0.501328938691818,30886.051083192902
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",Lasso,0.5012460357920342,31165.95693503958
"('work_year', 'job_title', 'remote_ratio', 'company_location')",Lasso,0.5012332922934775,31172.291148583674
"('work_year', 'experience_level', 'company_location')",GradientBoosting,0.5012173368033646,30899.492991733332
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5010983236061306,31276.33721423499
